player_id,last_name,first_name,team_name,start_year,end_year,pitches,catcher_blocking_runs,blocks_above_average,n_pbwp,x_pbwp,blocks_above_average_per_game,freq_pbwp_easy,freq_pbwp_medium,freq_pbwp_tough,diff_pbwp_easy,diff_pbwp_medium,diff_pbwp_tough
571466,Barnhart, Tucker,CIN,2018,,8996,10,39,54,93.16342992,0.174137083,0.950644731,0.035349044,0.014006225,10.71764461,14.99936719,13.44641812
547379,Pérez, Roberto,CLE,2018,,7212,9,36,55,91.04388799,0.199910638,0.932889628,0.04839157,0.018718802,7.567334091,14.07896084,14.39759307
455139,Chirinos, Robinson,NYM,2018,,9028,8,31,61,92.3993422,0.139119815,0.945392113,0.041426673,0.013181214,7.132260149,12.64183208,11.62524997
643376,Jansen, Danny,TOR,2018,,7031,7,27,68,94.83535965,0.152668808,0.930735315,0.048926184,0.020338501,6.749407963,9.939921646,10.14603004
575929,Contreras, Willson,CHC,2018,,10393,6,23,92,114.7971919,0.087740564,0.943904551,0.043298374,0.012797075,-8.466487558,12.72611906,18.53756043
592663,Realmuto, J.T.,PHI,2018,,10668,5,22,86,107.6437877,0.08115406,0.947787777,0.039932508,0.012279715,4.591422431,11.69913292,5.353232339
607732,Stallings, Jacob,PIT,2018,,4222,5,18,32,50.217355,0.172594552,0.934864993,0.050213169,0.014921838,3.184603363,9.546828068,5.485923573
457763,Posey, Buster,SF,2018,,6574,4,18,39,56.98996234,0.109461286,0.955886827,0.034377852,0.009735321,9.646325667,4.190332432,4.15330424
455117,Maldonado, Martín,HOU,2018,,10093,5,18,114,132.4334953,0.073054574,0.932725651,0.048548499,0.01872585,0.676202392,7.979271461,9.778021435
608700,Plawecki, Kevin,BOS,2018,,4993,4,15,35,50.0764357,0.120780578,0.950330463,0.039054677,0.010614861,7.783716814,5.392633672,1.900085215
595978,Hedges, Austin,CLE,2018,,7707,4,15,69,84.12758445,0.078513478,0.944725574,0.040742182,0.014532243,-2.303545029,10.06077773,7.37035175
