last_name, first_name,player_id,year,r_total_stolen_base
Pedroia, Dustin,456030,2018,0
Castillo, Welington,456078,2018,1
Kratz, Erik,456124,2018,1
Nunez, Eduardo,456488,2018,7
Cueto, Johnny,456501,2018,0
Pearce, Steve,456665,2018,0
Bailey, Homer,456701,2018,0
Cain, Lorenzo,456715,2018,30
McCutchen, Andrew,457705,2018,14
Jackson, Austin,457706,2018,3
Upton, Justin,457708,2018,8
Maybin, Cameron,457727,2018,10
Turner, Justin,457759,2018,2
Posey, Buster,457763,2018,3
Bruce, Jay,457803,2018,2
Votto, Joey,458015,2018,2
Rasmus, Colby,458675,2018,0
Gardner, Brett,458731,2018,16
Young , Eric,458913,2018,5
Joyce, Matt,459964,2018,0
Hundley, Nick,460026,2018,2
Pennington, Cliff,460060,2018,0
Braun, Ryan,460075,2018,11
Butera, Drew,460077,2018,0
Gordon, Alex,460086,2018,12
Gimenez, Chris,460269,2018,1
Gomez, Carlos,460576,2018,12
Kemp, Matt,461314,2018,0
Gonzalez, Gio,461829,2018,0
Plouffe, Trevor,461858,2018,0
Romine, Andrew,461865,2018,1
Andrus, Elvis,462101,2018,5
Petit, Gregorio,463610,2018,3
Cervelli, Francisco,465041,2018,2
Florimon, Pedro,465753,2018,1
Cabrera, Melky,466320,2018,1
Sandoval, Pablo,467055,2018,0
Ramos, Wilson,467092,2018,0
Nova, Ivan,467100,2018,0
Santana, Carlos,467793,2018,2
Parra, Gerardo,467827,2018,11
Chacín, Jhoulys,468504,2018,0
Montero, Miguel,471083,2018,0
Gonzalez, Carlos,471865,2018,5
Valbuena, Luis,472528,2018,3
Mercer, Jordy,474568,2018,2
Belt, Brandon,474832,2018,4
Ross, Tyson,475115,2018,1
Alonso, Yonder,475174,2018,0
Flaherty, Ryan,475247,2018,4
Smoak, Justin,475253,2018,0
Zimmerman, Ryan,475582,2018,1
Hellickson, Jeremy,476451,2018,0
Lowrie, Jed,476704,2018,0
Alvarez, Pedro,476883,2018,0
Kershaw, Clayton,477132,2018,0
Avila, Alex,488671,2018,0
Barnes, Brandon,488681,2018,0
Bourjos, Peter,488721,2018,0
Brantley , Michael,488726,2018,12
Castro, Jason,488771,2018,0
Cruz, Tony,488810,2018,0
d'Arnaud, Chase,488818,2018,2
Miley, Wade,489119,2018,0
Morrison, Logan,489149,2018,1
Rosales, Adam,489267,2018,0
Hernández, Gorkys,491676,2018,8
Sucre, Jesús,491696,2018,1
Cespedes, Yoenis,493316,2018,3
Gurriel, Yuli,493329,2018,5
Beckham, Gordon,493596,2018,1
Rodríguez, Ronny,500135,2018,2
Solarte, Yangervis,500208,2018,1
Rojas, Miguel,500743,2018,6
Quintana, Jose,500779,2018,0
Escobar, Eduardo,500871,2018,2
Martínez, José,500874,2018,0
Sierra, Moisés,501213,2018,1
Adrianza, Ehire,501303,2018,5
Lagares, Juan,501571,2018,3
Almonte, Abraham,501659,2018,2
Freese, David,501896,2018,0
Davis, Khris,501981,2018,0
Archer, Chris,502042,2018,0
Pham, Tommy,502054,2018,15
Chisenhall, Lonnie,502082,2018,1
Martinez, J.D.,502110,2018,6
Negron, Kristopher,502117,2018,2
Valencia, Danny,502143,2018,1
Samardzija, Jeff,502188,2018,0
Reddick, Josh,502210,2018,7
Gentry, Craig,502226,2018,12
Dyson, Jarrod,502481,2018,16
Murphy, Daniel,502517,2018,3
Anderson, Chase,502624,2018,0
Goldschmidt, Paul,502671,2018,7
Holland, Derek,502706,2018,0
Gonzalez, Marwin,503556,2018,2
Darvish, Yu,506433,2018,0
León, Sandy,506702,2018,1
Sanchez, Adrián,506703,2018,0
Peña, Francisco,506747,2018,1
Altuve, Jose,514888,2018,17
Hernández, César,514917,2018,19
Segura, Jean,516416,2018,20
Arcia, Francisco,516472,2018,1
Castro, Starlin,516770,2018,6
Marte, Starling,516782,2018,33
Pirela, José,517369,2018,6
Bettis, Chad,518452,2018,0
Blash, Jabari,518466,2018,2
Bumgarner, Madison,518516,2018,0
Centeno, Juan,518542,2018,0
Culberson, Charlie,518586,2018,4
d'Arnaud, Travis,518595,2018,0
Descalso, Daniel,518614,2018,0
Dietrich, Derek,518618,2018,2
Donaldson, Josh,518626,2018,2
Freeman, Freddie,518692,2018,10
Grandal, Yasmani,518735,2018,2
Harvey, Matt,518774,2018,0
Heyward, Jason,518792,2018,1
Kozma, Pete,518902,2018,0
LeMahieu, DJ,518934,2018,6
Lucroy, Jonathan,518960,2018,0
Mesoraco, Devin,519023,2018,0
Moreland, Mitch,519048,2018,2
Moustakas, Mike,519058,2018,4
Rizzo, Anthony,519203,2018,6
Romine, Austin,519222,2018,1
Smolinski, Jake,519295,2018,1
Sogard, Eric,519299,2018,3
Souza, Steven,519306,2018,6
Stanton, Giancarlo,519317,2018,5
Szczur, Matt,519333,2018,3
Thames, Eric,519346,2018,7
Galvis, Freddy,520471,2018,8
Perez, Salvador,521692,2018,1
Forsythe, Logan,523253,2018,3
Flores, Wilmer,527038,2018,0
Marte, Jefry,527043,2018,1
Teheran, Julio,527054,2018,0
LaMarre, Ryan,534606,2018,2
García, Avisaíl,541645,2018,3
Pérez, Hernán,541650,2018,11
Pérez, Carlos,542208,2018,1
Inciarte, Ender,542255,2018,28
Ozuna, Marcell,542303,2018,3
Villar, Jonathan,542340,2018,35
Ortega, Rafael,542364,2018,5
Santana, Danny,542454,2018,1
Telis, Tomás,542513,2018,0
Aguilar, Jesús,542583,2018,0
Anderson, Tyler,542881,2018,0
Bandy, Jett,542908,2018,0
Beckham, Tim,542921,2018,1
Berti, Jon,542932,2018,1
Broxton, Keon,542979,2018,5
Chatwood, Tyler,543022,2018,0
Crawford, Brandon,543063,2018,4
Cron, C.J.,543068,2018,1
DeSclafani, Anthony,543101,2018,0
Eovaldi, Nathan,543135,2018,0
Federowicz, Tim,543148,2018,0
Galloway, Isaac,543194,2018,1
Gomes, Yan,543228,2018,0
Grossman, Robbie,543257,2018,0
Harrison, Josh,543281,2018,3
Hendricks, Kyle,543294,2018,0
Herrmann, Chris,543302,2018,0
Hicks, Aaron,543305,2018,11
Hicks, John,543308,2018,0
Higashioka, Kyle,543309,2018,0
Hosmer, Eric,543333,2018,7
Joseph, Caleb,543376,2018,2
Joseph, Corban,543377,2018,0
Kipnis, Jason,543401,2018,7
Lyles, Jordan,543475,2018,0
Mahtook, Mikie,543484,2018,4
McCann, James,543510,2018,0
Miller, Brad,543543,2018,0
Montgomery, Mike,543557,2018,0
Rendon, Anthony,543685,2018,2
Roark, Tanner,543699,2018,0
Semien, Marcus,543760,2018,14
Shaw, Travis,543768,2018,5
Shuck, JB,543776,2018,2
Springer , George,543807,2018,6
Strange-Gordon, Dee,543829,2018,30
Vázquez, Christian,543877,2018,4
Wong, Kolten,543939,2018,6
Gregorius, Didi,544369,2018,10
Garcia, Leury,544725,2018,12
den Dekker, Matthew,544925,2018,0
Strasburg, Stephen,544931,2018,0
Vargas, Ildemaro,545121,2018,1
Fontana, Nolan,545337,2018,0
Grichuk, Randal,545341,2018,3
Marisnick, Jake,545350,2018,6
Stassi, Max,545358,2018,0
Trout, Mike,545361,2018,24
Herrera, Odúbel,546318,2018,5
Alford, Anthony,546990,2018,1
Almora, Albert,546991,2018,1
Ruiz, Rio,547004,2018,0
Delmonico, Nicky,547170,2018,1
Wolters, Tony,547172,2018,2
Lorenzen, Michael,547179,2018,0
Harper, Bryce,547180,2018,13
Perez, Roberto,547379,2018,1
Ngoepe, Gift,547912,2018,0
Ryu, Hyun Jin,547943,2018,0
Martin, Leonys,547982,2018,7
Abreu, José,547989,2018,2
Stripling, Ross,548389,2018,1
Díaz, Elias,553869,2018,0
Narváez, Omar,553882,2018,0
Astudillo, Willians,553902,2018,0
Machado, Dixon,553988,2018,1
Suárez, Eugenio,553993,2018,1
Wheeler, Zack,554430,2018,0
Polanco, Gregory,570256,2018,12
Santana, Domingo,570267,2018,1
González, Erik,570481,2018,3
Urshela, Gio,570482,2018,0
Sánchez, Yolmer,570560,2018,14
Ureña, José,570632,2018,0
Schoop, Jonathan,570731,2018,1
Villanueva, Christian,570799,2018,3
Adams, Matt,571431,2018,0
Altherr, Aaron,571437,2018,3
Arenado, Nolan,571448,2018,2
Barnhart, Tucker,571466,2018,0
Bour, Justin,571506,2018,2
Corbin, Patrick,571578,2018,0
Cuevas, Noel,571595,2018,1
Davidson, Matt,571602,2018,0
Farmer, Kyle,571657,2018,0
Freitas, David,571679,2018,0
Gennett, Scooter,571697,2018,4
Goodwin, Brian,571718,2018,4
Hamilton, Billy,571740,2018,34
Haniger, Mitch,571745,2018,8
Hernández, Enrique,571771,2018,3
Holt, Brock,571788,2018,7
Kelly, Ty,571841,2018,0
Kieboom, Spencer,571851,2018,0
Koch, Matt,571863,2018,0
Lamb, Jake,571875,2018,1
Maile, Luke,571912,2018,2
Marrero, Deven,571918,2018,3
Matz, Steven,571927,2018,0
Mikolas, Miles,571945,2018,0
Mitchell, Bryan,571951,2018,0
Muncy, Max,571970,2018,3
Murphy, John Ryan,571974,2018,0
Myers, Wil,571976,2018,13
Naquin, Tyler,571980,2018,1
Owings, Chris,572008,2018,11
Phegley, Josh,572033,2018,0
Piscotty, Stephen,572039,2018,2
Pollock, AJ,572041,2018,13
Rickard, Joey,572073,2018,4
Seager, Kyle,572122,2018,2
Susac, Andrew,572180,2018,0
Taylor, Michael A.,572191,2018,24
Thompson, Trayce,572204,2018,3
Voit , Luke,572228,2018,0
Walker, Christian,572233,2018,1
Zunino, Mike,572287,2018,0
Erlin, Robbie,572362,2018,0
Goins, Ryan,572365,2018,0
Adams, Lane,572669,2018,1
Carpenter, Matt,572761,2018,4
Dickerson, Corey,572816,2018,8
Dozier, Brian,572821,2018,12
Saladino, Tyler,573135,2018,2
Straily, Dan,573185,2018,0
Contreras, Willson,575929,2018,4
Gyorko, Jedd,576397,2018,2
Iglesias, José,578428,2018,15
Travis, Devon,581527,2018,3
Johnson, Sherman,582473,2018,0
Hechavarría, Adeiny,588751,2018,2
Torreyes, Ronald,591720,2018,0
Osuna, Jose,591741,2018,0
Valera, Breyvic,591971,2018,1
Austin, Tyler,592122,2018,1
Bryant, Kris,592178,2018,2
Canha, Mark,592192,2018,1
Casali, Curt,592200,2018,0
Castellanos, Nick,592206,2018,2
Cowart, Kaleb,592230,2018,1
DeShields, Delino,592261,2018,20
Drury, Brandon,592273,2018,0
Foltynewicz, Mike,592314,2018,0
Gamel, Ben,592325,2018,7
Gausman, Kevin,592332,2018,0
Goodrum, Niko,592348,2018,12
Gray, Jon,592351,2018,0
Healy, Ryon,592387,2018,0
Holaday, Bryan,592407,2018,0
Jones, JaCoby,592444,2018,13
Judge, Aaron,592450,2018,6
Kingham, Nick,592468,2018,0
Machado, Manny,592518,2018,14
Moran, Colin,592567,2018,0
Pederson, Joc,592626,2018,1
Pompey, Dalton,592647,2018,0
Ray, Robbie,592662,2018,0
Realmuto, J.T.,592663,2018,3
Renfroe, Hunter,592669,2018,2
Rivera, Yadiel,592680,2018,2
Robinson, Drew,592685,2018,2
Rosario, Eddie,592696,2018,8
Simmons, Andrelton,592743,2018,10
Smith, Caleb,592761,2018,0
Syndergaard, Noah,592789,2018,0
Taillon, Jameson,592791,2018,0
Toles, Andrew,592808,2018,1
Velasquez, Vince,592826,2018,0
Wilkerson, Stevie,592859,2018,1
Williams, Mason,592863,2018,1
Williams, Trevor,592866,2018,0
Yelich, Christian,592885,2018,22
Merrifield, Whit,593160,2018,45
Martinez, Carlos,593372,2018,0
Bogaerts, Xander,593428,2018,8
Castro, Daniel,593495,2018,0
Torres, Ramón,593527,2018,0
Bonifacio, Jorge,593528,2018,0
Alberto, Hanser,593643,2018,0
Brito, Socrates,593647,2018,0
Hanson, Alen,593700,2018,7
Polanco, Jorge,593871,2018,7
Sanó, Miguel,593934,2018,0
Briceño, José,593993,2018,0
Herrera, Rosell,594011,2018,3
Difo, Wilmer,594694,2018,10
Calhoun, Kole,594777,2018,6
deGrom, Jacob,594798,2018,0
Duvall, Adam,594807,2018,2
Eaton, Adam,594809,2018,9
Garcia, Greg,594824,2018,3
Gattis, Evan,594828,2018,1
Gosselin, Phil,594838,2018,0
Palka, Daniel,594953,2018,2
Ponce de Leon, Daniel,594965,2018,0
Schebler, Scott,594988,2018,4
Gerber, Mike,595222,2018,0
Kiermaier, Kevin,595281,2018,10
Knapp, Andrew,595284,2018,1
Reinheimer, Jack,595373,2018,1
Riddle, JT,595375,2018,0
Wallach, Chad,595453,2018,0
Alfaro, Jorge,595751,2018,3
Profar, Jurickson,595777,2018,10
Báez, Javier,595879,2018,21
Bird, Greg,595885,2018,0
Cave, Jake,595909,2018,2
Evans, Phillip,595943,2018,1
Gallagher, Cam,595956,2018,0
Hedges, Austin,595978,2018,3
Kramer, Kevin,596012,2018,0
Lindor, Francisco,596019,2018,25
Odor, Rougned,596059,2018,12
Slater, Austin,596103,2018,7
Smith, Dwight,596105,2018,0
Story, Trevor,596115,2018,27
Swihart, Blake,596119,2018,6
Vogelbach, Daniel,596129,2018,0
Weaver, Luke,596133,2018,0
Sanchez, Gary,596142,2018,1
Sardinas, Luis,596143,2018,0
Cuthbert, Cheslor,596144,2018,0
Kepler, Max,596146,2018,4
Gomber, Austin,596295,2018,0
Quinn, Roman,596451,2018,10
Franco, Maikel,596748,2018,1
Choi, Ji Man,596847,2018,2
Bradley, Jackie,598265,2018,17
O'Brien, Peter,598284,2018,0
Herrera, Dilson,599096,2018,0
Motter, Taylor,600301,2018,1
La Stella, Tommy,600303,2018,0
Severino, Pedro,600474,2018,1
Núñez, Renato,600524,2018,0
Candelario, Jeimer,600869,2018,3
Pivetta, Nick,601713,2018,0
Guerrero, Gabriel,602115,2018,0
Rondon, José,602922,2018,2
Ahmed, Nick,605113,2018,5
Anderson, Brian,605119,2018,2
Barnes, Austin,605131,2018,4
Bell, Josh,605137,2018,2
Betts, Mookie,605141,2018,30
Caratini, Victor,605170,2018,0
Davies, Zach,605200,2018,0
Davis, J.D.,605204,2018,0
Fisher, Derek,605233,2018,2
Garcia, Aramis,605244,2018,0
Marjama, Mike,605357,2018,0
Martini, Nick,605361,2018,0
Musgrove, Joe,605397,2018,0
Nola, Aaron,605400,2018,0
Panik, Joe,605412,2018,4
Pérez, Michael,605421,2018,0
Rodriguez, Dereck,605446,2018,0
Skole, Matt,605474,2018,0
Smith, Mallex,605480,2018,40
Spangenberg, Cory,605486,2018,6
Suárez, Andrew,605498,2018,0
Tilson, Charlie,605508,2018,2
Tomlinson, Kelby,605509,2018,0
Tucker, Preston,605512,2018,0
Walding, Mitch,605520,2018,0
Woodruff, Brandon,605540,2018,0
Zimmer, Bradley,605548,2018,4
Castro, Harold,605612,2018,1
Arcia, Orlando,606115,2018,7
Tapia, Raimel,606132,2018,0
Hernández, Teoscar,606192,2018,5
Peraza, José,606299,2018,23
Garcia, Jarlin,606424,2018,0
Marte, Ketel,606466,2018,6
Greiner, Grayson,606988,2018,0
Haase, Eric,606992,2018,0
Nimmo, Brandon,607043,2018,9
Peterson, Jace,607054,2018,13
Fedde, Erick,607200,2018,0
Turner, Trea,607208,2018,43
Romano, Sal,607219,2018,0
Gant, John,607231,2018,0
Lopez, Raffy,607257,2018,1
Smith, Kevan,607345,2018,1
Rua, Ryan,607387,2018,3
Andreoli, John,607430,2018,2
Blandino, Alex,607468,2018,0
Bostick, Christopher,607471,2018,0
Freeland, Kyle,607536,2018,0
Lugo, Seth,607625,2018,0
Pillar, Kevin,607680,2018,14
Stallings, Jacob,607732,2018,0
Travis, Sam,607752,2018,0
Williamson, Mac,607776,2018,1
Ramírez, José,608070,2018,34
Bregman, Alex,608324,2018,10
Gallo, Joey,608336,2018,3
Kelly, Carson,608348,2018,0
Russell, Addison,608365,2018,4
Seager, Corey,608369,2018,0
Wacha, Michael,608379,2018,0
Williams, Nick,608384,2018,3
Winker, Jesse,608385,2018,0
Lugo, Dawel,608475,2018,0
Marquez, German,608566,2018,0
Mazara, Nomar,608577,2018,1
Murphy, Tom,608596,2018,0
Guzmán, Ronald,608597,2018,1
Field, Johnny,608654,2018,4
Jankowski, Travis,608671,2018,24
Plawecki, Kevin,608700,2018,0
Refsnyder, Rob,608701,2018,0
Reynolds, Matt,608703,2018,0
Stratton, Chris,608717,2018,0
Suter, Brent,608718,2018,0
Mondesi, Adalberto,609275,2018,32
Andujar, Miguel,609280,2018,2
Chen, Wei-Yin,612672,2018,0
Cordero, Franchy,614173,2018,5
Reyes, Franmil,614177,2018,0
Barreto, Franklin,620439,2018,0
Urena, Richard,620446,2018,2
Robertson, Daniel,621002,2018,2
Swanson, Dansby,621020,2018,10
Newman, Kevin,621028,2018,0
Taylor, Chris,621035,2018,9
Correa, Carlos,621043,2018,3
Valentín, Jesmuel,621044,2018,0
Eflin, Zach,621107,2018,0
Buehler, Walker,621111,2018,0
Oswalt, Corey,621261,2018,0
Dahl, David,621311,2018,5
Blach, Ty,621389,2018,0
Phillips, Brett,621433,2018,1
Buxton, Byron,621439,2018,5
Brinson, Lewis,621446,2018,2
Duggar, Steven,621453,2018,5
Stewart, DJ,621466,2018,2
Powell, Boog,621471,2018,1
Ward, Taylor,621493,2018,2
Nido, Tomás,621512,2018,0
Stewart, Christin,621514,2018,0
Hudson, Joe,621529,2018,0
Wisdom, Patrick,621550,2018,2
Moroff, Max,621559,2018,0
Wendle, Joey,621563,2018,16
Olson, Matt,621566,2018,2
Dean, Austin,621573,2018,1
Shaw, Chris,622046,2018,1
Wood, Alex,622072,2018,1
Duffy, Matt,622110,2018,12
Muñoz, Yairo,622168,2018,5
Maxwell, Bruce,622194,2018,0
Cozens, Dylan,622226,2018,1
Rodriguez, Jefry,622446,2018,0
Castillo, Luis,622491,2018,0
Gomez, Miguel,622497,2018,0
Margot, Manuel,622534,2018,11
Reyes, Pablo,622569,2018,0
Senzatela, Antonio,622608,2018,0
Camargo, Johan,622666,2018,1
Reyes, Victor,622682,2018,9
Hernández, Elieser,622694,2018,0
Kivlehan, Patrick,623182,2018,0
Velazquez, Andrew,623205,2018,1
Avelino, Abiatal,623214,2018,0
Bote, David,623520,2018,3
Santander, Anthony,623993,2018,1
Lin, Tzu-Wei,624407,2018,0
Arroyo, Christian,624414,2018,0
Ciuffo, Nick,624419,2018,0
Conforto, Michael,624424,2018,3
Frazier, Adam,624428,2018,1
McGuire, Reese,624512,2018,1
Puig, Yasiel,624577,2018,15
Soler, Jorge,624585,2018,3
Tocci, Carlos,624636,2018,0
Maeda, Kenta,628317,2018,0
Fernández, José Miguel,628336,2018,1
Heredia, Guillermo,628338,2018,2
Ervin, Phillip,640447,2018,6
Frazier, Clint,640449,2018,0
Meadows, Austin,640457,2018,5
Pinder, Chad,640461,2018,0
Lopez, Pablo,641154,2018,0
Anderson, Tim,641313,2018,26
Asuaje, Carlos,641319,2018,1
Bauers, Jake,641343,2018,6
Bellinger, Cody,641355,2018,14
Calhoun, Willie,641432,2018,0
Cordell, Ryan,641477,2018,0
Crawford, J.P.,641487,2018,2
Davis, Jonathan,641505,2018,3
Dixon, Brandon,641525,2018,0
Dozier, Hunter,641531,2018,2
Engel, Adam,641553,2018,16
Fowler, Dustin,641583,2018,6
Garver, Mitch,641598,2018,0
Guillorme, Luis,641645,2018,1
Hampson, Garrett,641658,2018,2
Hermosillo, Michael,641684,2018,0
Kuhl, Chad,641771,2018,0
Lauer, Eric,641778,2018,0
Locastro, Tim,641796,2018,4
Mahle, Tyler,641816,2018,0
Mancini , Trey,641820,2018,0
McKinney, Billy,641856,2018,1
McMahon, Ryan,641857,2018,1
Nottingham, Jacob,641924,2018,0
O'Neill, Tyler,641933,2018,2
Reed, Cody,642003,2018,0
Sisco, Chance,642082,2018,1
Smith, Dominic,642086,2018,0
Tellez, Rowdy,642133,2018,0
Valaika, Pat,642162,2018,0
Wade, Tyler,642180,2018,1
Mejía, Francisco,642336,2018,0
Sierra, Magneuris,642423,2018,3
Peralta, Freddy,642547,2018,0
Rosario, Amed,642708,2018,24
Adames, Willy,642715,2018,6
Guerra, Javy,642770,2018,0
Wynns, Austin,642851,2018,0
Benintendi, Andrew,643217,2018,21
Brault, Steven,643230,2018,0
Cooper, Garrett,643265,2018,0
Godley, Zack,643327,2018,0
Jansen, Danny,643376,2018,0
Kemp, Tony,643393,2018,9
Kiner-Falefa, Isiah,643396,2018,7
McNeil, Jeff,643446,2018,7
Tauchman, Mike,643565,2018,1
White, Tyler,643603,2018,0
Orf, Nate,644337,2018,1
Alcantara, Sandy,645261,2018,0
Albies, Ozzie,645277,2018,14
Robles, Victor,645302,2018,3
Devers, Rafael,646240,2018,5
Díaz, Aledmys,649557,2018,3
Urías, Luis,649966,2018,1
Torres, Gleyber,650402,2018,6
Díaz, Yandy,650490,2018,0
Viloria, Meibrys,650619,2018,0
Allen, Greg,656185,2018,21
Chapman, Matt,656305,2018,1
Flaherty, Jack,656427,2018,0
Hoskins, Rhys,656555,2018,5
Luplow, Jordan,656669,2018,2
Mullins , Cedric,656775,2018,2
Newcomb, Sean,656794,2018,0
Nix, Jacob,656798,2018,0
O'Hearn, Ryan,656811,2018,0
Schwarber, Kyle,656941,2018,4
Toussaint, Touki,657053,2018,0
Verdugo, Alex,657077,2018,0
DeJong, Paul,657557,2018,1
Laureano, Ramón,657656,2018,7
Lee, Braxton,657658,2018,0
Moncada, Yoán,660162,2018,12
Ohtani, Shohei,660271,2018,10
Acuña, Ronald,660670,2018,16
Tucker, Kyle,663656,2018,1
Happ, Ian,664023,2018,8
Lowe, Brandon,664040,2018,2
Bader, Harrison,664056,2018,15
Stevenson, Andrew,664057,2018,1
Fletcher, David,664058,2018,3
Kingery, Scott,664068,2018,10
Trahan, Blake,664167,2018,0
Lucchesi, Joey,664192,2018,0
Straw, Myles,664702,2018,2
Soto, Juan,665742,2018,5
García, Adolis,666969,2018,0
Gurriel , Lourdes,666971,2018,1
Richards, Trevor,670950,2018,0
Pujols, Albert,405395,2019,3
Cabrera, Miguel,408234,2019,0
Mathis, Jeff,425772,2019,1
Choo, Shin-Soo,425783,2019,15
Rivera, Rene,425784,2019,0
Wainwright, Adam,425794,2019,0
Greinke, Zack,425844,2019,1
Molina, Yadier,425877,2019,6
Canó, Robinson,429664,2019,0
Encarnacion, Edwin,429665,2019,0
Hamels, Cole,430935,2019,0
Jones, Adam,430945,2019,2
Martin, Russell,431145,2019,1
Granderson, Curtis,434158,2019,0
Davis, Rajai,434658,2019,0
Ramirez, Hanley,434670,2019,0
Sanchez, Anibal,434671,2019,0
Morales, Kendrys,434778,2019,0
Kendrick, Howie,435062,2019,2
Wilson, Bobby,435064,2019,0
Kinsler, Ian,435079,2019,2
McCann, Brian,435263,2019,0
Walker, Neil,435522,2019,3
Suzuki, Kurt,435559,2019,0
Desmond, Ian,435622,2019,3
Cruz, Nelson,443558,2019,0
Trumbo, Mark,444432,2019,0
Peralta, David,444482,2019,0
Pina, Manny,444489,2019,0
Jay, Jon,445055,2019,0
Prado, Martin,445988,2019,0
Duda, Lucas,446263,2019,0
Wieters, Matt,446308,2019,1
Longoria, Evan,446334,2019,3
Cozart, Zack,446359,2019,0
Rodriguez, Sean,446481,2019,1
Hill, Rich,448179,2019,0
Reynolds, Mark,448602,2019,2
Davis, Chris,448801,2019,0
Vargas, Jason,450306,2019,0
Zobrist, Ben,450314,2019,0
Fowler, Dexter,451594,2019,8
Flowers, Tyler,452095,2019,0
Pence, Hunter,452254,2019,6
Lester, Jon,452657,2019,0
Cabrera, Asdrúbal,452678,2019,4
Tulowitzki, Troy,453064,2019,0
Scherzer, Max,453286,2019,2
Arrieta, Jake,453562,2019,0
Blackmon, Charlie,453568,2019,2
Frazier, Todd,453943,2019,1
Iannetta, Chris,455104,2019,0
Maldonado, Martín,455117,2019,0
Chirinos, Robinson,455139,2019,1
Markakis, Nick,455976,2019,2
Pedroia, Dustin,456030,2019,0
Castillo, Welington,456078,2019,0
Kratz, Erik,456124,2019,0
Nunez, Eduardo,456488,2019,5
Pearce, Steve,456665,2019,0
Cain, Lorenzo,456715,2019,18
Solano, Donovan,456781,2019,0
McCutchen, Andrew,457705,2019,2
Upton, Justin,457708,2019,1
Maybin, Cameron,457727,2019,9
Turner, Justin,457759,2019,2
Posey , Buster,457763,2019,0
Bruce, Jay,457803,2019,1
Votto, Joey,458015,2019,5
Gardner, Brett,458731,2019,10
Joyce, Matt,459964,2019,0
Hundley, Nick,460026,2019,0
Braun, Ryan,460075,2019,11
Butera, Drew,460077,2019,0
Gordon, Alex,460086,2019,5
Gomez, Carlos,460576,2019,4
Kemp, Matt,461314,2019,0
Gonzalez, Gio,461829,2019,0
Andrus, Elvis,462101,2019,31
Cervelli, Francisco,465041,2019,1
Cabrera, Melky,466320,2019,2
Sandoval, Pablo,467055,2019,1
Ramos, Wilson,467092,2019,1
Santana, Carlos,467793,2019,4
Parra, Gerardo,467827,2019,8
Chacín, Jhoulys,468504,2019,0
Gonzalez, Carlos,471865,2019,0
