player_id,last_name,first_name,team_name,start_year,end_year,sb_attempts,catcher_stealing_runs,caught_stealing_above_average,n_cs,rate_cs,est_cs_pct,cs_aa_per_throw,seasonal_runner_speed,runner_distance_from_second,pop_time,exchange_time,arm_strength,n_xcs_with_flight_over_xcs,n_xcs_with_exchange_over_xcs,n_xcs_with_accuracy_over_xcs,n_xcs_with_ground_other_over_xcs,n_xcs_with_onfly_other_over_xcs,n_xcs_with_untracked_other_over_xcs
668721,Henry, Payton,MIA,2021,2021,1,-0.041573741,-0.063959602,0,0,0.063959602,-0.063959602,30,55.20055921,2.007,0.758,76.75885,-0.017817792,-0.002491582,-0.031290516,0,-0.012359712,0
664731,Higgins, P.J.,CHC,2021,2021,2,0.388715427,0.598023734,1,0.5,0.200988133,0.299011867,29.35,59.01970864,2.064,0.739,75.028745,-0.169980471,0.036051766,0.700036571,0,0.031915868,0
460026,Hundley, Nick,OAK,2019,2019,12,-0.788491841,-1.213064371,3,0.25,0.351088698,-0.101088698,28.08333333,55.73735576,2.0105,0.7088,78.82433333,0.067997664,0.651374124,-0.113534643,0,-1.434435533,-0.384465982
656577,Jackson, Alex,MIA,2019,2021,10,0.947186064,1.457209329,3,0.3,0.154279067,0.145720933,28.47,54.8073411,1.951,0.678666667,78.40650833,0.058625324,0.119369391,0.327595954,0.768183238,0.183435422,0
643376,Jansen, Danny,TOR,2019,2021,73,-0.262522369,-0.403880568,20,0.273972603,0.279505213,-0.005532611,28.01643836,55.87752793,2.000344828,0.748196429,78.604142,0.22350081,-1.329618365,1.303808886,2.235662869,-3.186545903,0.349311136
680777,Jeffers, Ryan,MIN,2020,2021,45,-1.366662528,-2.102557735,8,0.177777778,0.224501283,-0.046723505,28.34,56.18244616,2.054555556,0.830055556,78.97456583,1.042748249,-3.738361623,-2.011772565,1.955860828,0.648967377,0
543376,Joseph, Caleb,TOR,2019,2020,7,0.213476249,0.328424998,3,0.428571429,0.381653572,0.046917857,28.07142857,57.93369369,2.09,0.795285714,75.95388429,-0.497725392,-0.594573358,0.00852765,0.601331594,0.810864504,0
608348,Kelly, Carson,AZ,2019,2021,56,-3.612707684,-5.558011822,9,0.160714286,0.259964497,-0.099250211,28.26607143,56.37222037,1.976181818,0.754545455,79.32620546,1.09899452,-2.954897532,0.21047837,-0.204987289,-3.707599892,0
595284,Knapp, Andrew,PHI,2019,2021,42,0.383343082,0.589758588,8,0.19047619,0.176434319,0.014041871,28.45238095,54.94602876,1.95765625,0.7381875,80.67283742,1.539632096,0.596605936,-0.126961295,1.155809393,-2.377298684,-0.198028858
446653,Lobaton, Jose,CHC,2019,2021,6,-1.007206939,-1.549549136,0,0,0.258258189,-0.258258189,28.4,57.94666231,1.996,0.65575,75.6781525,-0.387293814,0.148820201,0.135375223,-0.265646672,-1.180804075,0
435263,McCann, Brian,ATL,2019,2019,31,-2.52833469,-3.889745676,5,0.161290323,0.28676599,-0.125475667,28.09677419,56.15515776,2.098047619,0.776857143,75.44385,-2.342211537,-1.753908149,-1.773844944,1.952649243,-0.797613226,0.825182936
543510,McCann, James,NYM,2019,2021,74,1.673227199,2.574195691,22,0.297297297,0.262510869,0.034786428,28.37702703,56.56916513,2.018070175,0.743,77.45025035,-0.868212798,0.418348577,-0.084517383,1.347915679,1.793835983,-0.033174367
572033,Phegley, Josh,CHC,2019,2020,39,0.680751077,1.04730935,12,0.307692308,0.280838222,0.026854086,27.95897436,55.6301038,1.973310345,0.655571429,77.72313143,-0.931974501,3.419635451,0.336313853,-0.702995468,-1.536726108,0.463056124
457763,Posey, Buster,SF,2019,2021,76,2.409198359,3.706459014,21,0.276315789,0.227546592,0.048769198,28.26973684,55.07073198,1.997169492,0.729305085,79.16994051,1.171373617,1.490111285,1.254411963,-0.190109759,-0.786254795,0.766926703
467092,Ramos, Wilson,CLE,2019,2021,121,-7.868241591,-12.10498706,18,0.148760331,0.248801546,-0.100041215,28.25950413,54.99663815,2.007471264,0.729465116,77.57447471,-2.351170183,0.759917736,-5.149476627,0.45281377,-5.81707176,0
425784,Rivera, René,WSH,2019,2021,18,1.30762056,2.011723938,8,0.444444444,0.332682003,0.111762441,28.27222222,57.61374419,1.9490625,0.704375,77.56145188,-0.228520795,1.648174695,0.356721674,0.666481139,-0.431132775,0
666163,Rortvedt, Ben,MIN,2021,2021,7,1.202639815,1.850215099,4,0.571428571,0.307112129,0.264316443,28.51428571,59.68192409,2.018857143,0.865714286,84.06883286,1.583761891,-0.826458751,0.851122769,-0.384655768,0.626444958,0
660688,Ruiz, Keibert,WSH,2020,2021,9,-0.045290776,-0.069678118,1,0.111111111,0.118853124,-0.007742013,28.48888889,55.70935301,2.083428571,0.767857143,75.32074,-0.359394608,-0.181560311,0.992955455,0,-0.521678653,0
642082,Sisco, Chance,NYM,2019,2021,47,-3.302411451,-5.080633001,9,0.191489362,0.299587936,-0.108098574,28.18085106,56.96809726,2.125948718,0.81,75.325995,-3.503107487,-3.671518131,0.934525192,0.92625804,0.233209384,0
491696,Sucre, Jesús,BAL,2019,2019,4,1.107581098,1.703970921,3,0.75,0.32400727,0.42599273,28.3,57.78293746,2.047333333,0.756,79.477,0.121744802,0.020005791,1.058360592,0,0.503859736,0
645305,Sánchez, Ali,STL,2020,2021,1,-0.137108772,-0.210936572,0,0,0.210936572,-0.210936572,29.6,58.12459816,,,,0,-0.210936572,0,,,0
620443,Torrens, Luis,SEA,2019,2021,28,-0.787293036,-1.211220055,3,0.107142857,0.150400716,-0.043257859,28.11428571,54.83442477,1.989,0.723714286,79.48711214,0.532588562,-1.124706172,0.765198057,-0.338831305,-1.045469197,0
624431,Trevino, Jose,TEX,2019,2021,51,-3.518093944,-5.412452221,8,0.156862745,0.262989259,-0.106126514,28.01960784,56.83774833,2.081826087,0.730772727,72.50543733,-6.548166332,0.127683251,-0.786192265,2.051655279,-0.257432155,0
519390,Vogt, Stephen,ATL,2019,2021,56,-4.055471332,-6.239186665,10,0.178571429,0.289985476,-0.111414048,28.18928571,57.05446711,2.110581395,0.700809524,70.11078333,-8.431717756,2.277785912,-0.892199885,0.147629507,0.659315557,0
595453,Wallach, Chad,MIA,2019,2021,19,0.308770654,0.475031776,5,0.263157895,0.238156222,0.025001672,27.92105263,54.92469988,1.969357143,0.719714286,78.73202786,0.302348438,0.570535319,-1.154628282,0.842782019,-0.086005718,0
446308,Wieters, Matt,STL,2019,2020,17,0.874074065,1.344729331,8,0.470588235,0.39148651,0.079101725,27.91764706,58.00669002,2.042090909,0.714363636,76.56517273,-0.394778531,-0.468688861,-0.168510702,1.366284938,1.086466728,-0.076044241
