last_name, first_name,player_id,year,on_base_plus_slg
Sierra, Moisés,501213,2018,0.421
Adrianza, Ehire,501303,2018,0.68
Lagares, Juan,501571,2018,0.765
Almonte, Abraham,501659,2018,0.544
Freese, David,501896,2018,0.83
Davis, Khris,501981,2018,0.875
Archer, Chris,502042,2018,0.294
Pham, Tommy,502054,2018,0.831
Chisenhall, Lonnie,502082,2018,0.846
Martinez, J.D.,502110,2018,1.031
Negrón, Kristopher,502117,2018,0.555
Valencia, Danny,502143,2018,0.724
Samardzija, Jeff,502188,2018,0.2
Reddick, Josh,502210,2018,0.718
Gentry, Craig,502226,2018,0.667
Dyson, Jarrod,502481,2018,0.539
Murphy, Daniel,502517,2018,0.79
Anderson, Chase,502624,2018,0.178
Goldschmidt, Paul,502671,2018,0.922
Holland, Derek,502706,2018,0.149
Gonzalez, Marwin,503556,2018,0.733
Darvish, Yu,506433,2018,0.25
León, Sandy,506702,2018,0.511
Sanchez, Adrián,506703,2018,0.633
Peña, Francisco,506747,2018,0.51
Altuve, Jose,514888,2018,0.837
Hernández, César,514917,2018,0.718
Segura, Jean,516416,2018,0.756
Arcia, Francisco,516472,2018,0.653
Castro, Starlin,516770,2018,0.729
Marte, Starling,516782,2018,0.787
Pirela, José,517369,2018,0.645
Bettis, Chad,518452,2018,0.227
Blash, Jabari,518466,2018,0.328
Bumgarner, Madison,518516,2018,0.379
Centeno, Juan,518542,2018,0.454
Culberson, Charlie,518586,2018,0.792
d'Arnaud, Travis,518595,2018,0.65
Descalso, Daniel,518614,2018,0.789
Dietrich, Derek,518618,2018,0.751
Donaldson, Josh,518626,2018,0.801
Freeman, Freddie,518692,2018,0.893
Grandal, Yasmani,518735,2018,0.815
Harvey, Matt,518774,2018,0.184
Heyward, Jason,518792,2018,0.73
Kozma, Pete,518902,2018,0.584
LeMahieu, DJ,518934,2018,0.749
Lucroy, Jonathan,518960,2018,0.616
Mesoraco, Devin,519023,2018,0.701
Moreland, Mitch,519048,2018,0.758
Moustakas, Mike,519058,2018,0.774
Rizzo, Anthony,519203,2018,0.846
Romine, Austin,519222,2018,0.712
Smolinski, Jake,519295,2018,0.376
Sogard, Eric,519299,2018,0.406
Souza , Steven,519306,2018,0.678
Stanton, Giancarlo,519317,2018,0.852
Szczur, Matt,519333,2018,0.532
Thames, Eric,519346,2018,0.784
Galvis, Freddy,520471,2018,0.679
Perez, Salvador,521692,2018,0.713
Forsythe, Logan,523253,2018,0.604
Flores, Wilmer,527038,2018,0.736
Marte, Jefry,527043,2018,0.644
Teheran, Julio,527054,2018,0.44
LaMarre, Ryan,534606,2018,0.704
García, Avisaíl,541645,2018,0.719
Pérez, Hernán,541650,2018,0.676
Pérez, Carlos,542208,2018,0.392
Inciarte, Ender,542255,2018,0.705
Ozuna, Marcell,542303,2018,0.758
Villar, Jonathan,542340,2018,0.709
Ortega, Rafael,542364,2018,0.558
Santana, Danny,542454,2018,0.567
Telis, Tomás,542513,2018,0.499
Aguilar, Jesús,542583,2018,0.891
Anderson, Tyler,542881,2018,0.267
Bandy, Jett,542908,2018,0.534
Beckham, Tim,542921,2018,0.661
Berti, Jon,542932,2018,0.734
Broxton, Keon,542979,2018,0.691
Chatwood, Tyler,543022,2018,0.352
Crawford, Brandon,543063,2018,0.719
Cron, C.J.,543068,2018,0.816
DeSclafani, Anthony,543101,2018,0.357
Eovaldi, Nathan,543135,2018,0.311
Federowicz, Tim,543148,2018,0.662
Galloway, Isaac,543194,2018,0.692
Gomes, Yan,543228,2018,0.762
Grossman, Robbie,543257,2018,0.751
Harrison, Josh,543281,2018,0.656
Hendricks, Kyle,543294,2018,0.18
Herrmann, Chris,543302,2018,0.743
Hicks, Aaron,543305,2018,0.833
Hicks, John,543308,2018,0.715
Higashioka, Kyle,543309,2018,0.56
Hosmer, Eric,543333,2018,0.72
Joseph, Caleb,543376,2018,0.575
Joseph, Corban,543377,2018,0.541
Kipnis, Jason,543401,2018,0.704
Lyles, Jordan,543475,2018,0.167
Mahtook, Mikie,543484,2018,0.635
McCann, James,543510,2018,0.581
Miller, Brad,543543,2018,0.724
Montgomery, Mike,543557,2018,0.209
Rendon, Anthony,543685,2018,0.909
Roark, Tanner,543699,2018,0.476
Semien, Marcus,543760,2018,0.706
Shaw, Travis,543768,2018,0.825
Shuck, JB,543776,2018,0.486
Springer , George,543807,2018,0.78
Strange-Gordon, Dee,543829,2018,0.637
Vázquez, Christian,543877,2018,0.54
Wong, Kolten,543939,2018,0.72
Gregorius, Didi,544369,2018,0.829
Garcia, Leury,544725,2018,0.679
den Dekker, Matthew,544925,2018,0.095
Strasburg, Stephen,544931,2018,0.285
Vargas, Ildemaro,545121,2018,0.618
Fontana, Nolan,545337,2018,0.531
Grichuk, Randal,545341,2018,0.803
Marisnick, Jake,545350,2018,0.674
Stassi, Max,545358,2018,0.71
Trout, Mike,545361,2018,1.088
Herrera, Odúbel,546318,2018,0.73
Alford, Anthony,546990,2018,0.295
Almora , Albert,546991,2018,0.701
Ruiz, Rio,547004,2018,0.35
Delmonico, Nicky,547170,2018,0.669
Wolters, Tony,547172,2018,0.578
Lorenzen, Michael,547179,2018,1.043
Harper, Bryce,547180,2018,0.889
Pérez, Roberto,547379,2018,0.519
Ngoepe, Gift,547912,2018,0.161
Ryu, Hyun Jin,547943,2018,0.629
Martin, Leonys,547982,2018,0.748
Abreu, José,547989,2018,0.798
Stripling, Ross,548389,2018,0.182
Díaz, Elias,553869,2018,0.791
Narváez, Omar,553882,2018,0.795
Astudillo, Willians,553902,2018,0.887
Machado, Dixon,553988,2018,0.553
Suárez, Eugenio,553993,2018,0.892
Wheeler, Zack,554430,2018,0.425
Polanco, Gregory,570256,2018,0.839
Santana, Domingo,570267,2018,0.74
González, Erik,570481,2018,0.676
Urshela, Gio,570482,2018,0.609
Sánchez, Yolmer,570560,2018,0.678
Ureña, José,570632,2018,0.124
Schoop, Jonathan,570731,2018,0.682
Villanueva, Christian,570799,2018,0.749
Adams, Matt,571431,2018,0.786
Altherr, Aaron,571437,2018,0.628
Arenado, Nolan,571448,2018,0.935
Barnhart, Tucker,571466,2018,0.7
Bour, Justin,571506,2018,0.745
Corbin, Patrick,571578,2018,0.435
Cuevas, Noel,571595,2018,0.583
Davidson, Matt,571602,2018,0.738
Farmer, Kyle,571657,2018,0.636
Freitas, David,571679,2018,0.589
Gennett, Scooter,571697,2018,0.847
Goodwin, Brian,571718,2018,0.708
Hamilton, Billy,571740,2018,0.626
Haniger, Mitch,571745,2018,0.859
Hernández, Enrique,571771,2018,0.806
Holt, Brock,571788,2018,0.773
Kelly, Ty,571841,2018,0.258
Kieboom, Spencer,571851,2018,0.642
Koch, Matt,571863,2018,0.259
Lamb, Jake,571875,2018,0.655
Maile, Luke,571912,2018,0.699
Marrero, Deven,571918,2018,0.429
Matz, Steven,571927,2018,0.424
Mikolas, Miles,571945,2018,0.421
Mitchell, Bryan,571951,2018,0.222
Muncy, Max,571970,2018,0.973
Murphy, John Ryan,571974,2018,0.619
Myers, Wil,571976,2018,0.764
Naquin, Tyler,571980,2018,0.651
Owings, Chris,572008,2018,0.574
Phegley, Josh,572033,2018,0.599
Piscotty, Stephen,572039,2018,0.822
Pollock, AJ,572041,2018,0.8
Rickard, Joey,572073,2018,0.713
Seager, Kyle,572122,2018,0.673
Susac, Andrew,572180,2018,0.269
Taylor, Michael A.,572191,2018,0.644
Thompson, Trayce,572204,2018,0.373
Voit , Luke,572228,2018,1.069
Walker, Christian,572233,2018,0.614
Zunino, Mike,572287,2018,0.669
Erlin, Robbie,572362,2018,0.467
Goins, Ryan,572365,2018,0.565
Adams, Lane,572669,2018,0.865
Carpenter, Matt,572761,2018,0.897
Dickerson, Corey,572816,2018,0.804
Dozier, Brian,572821,2018,0.696
Saladino, Tyler,573135,2018,0.696
Straily, Dan,573185,2018,0.544
Contreras, Willson,575929,2018,0.729
Gyorko, Jedd,576397,2018,0.762
Iglesias, Jose,578428,2018,0.699
Travis, Devon,581527,2018,0.656
Johnson , Sherman,582473,2018,0.091
Hechavarría, Adeiny,588751,2018,0.624
Torreyes, Ronald,591720,2018,0.664
Osuna, José,591741,2018,0.648
Valera, Breyvic,591971,2018,0.567
Austin, Tyler,592122,2018,0.767
Bryant, Kris,592178,2018,0.834
Canha, Mark,592192,2018,0.777
Casali, Curt,592200,2018,0.805
Castellanos, Nick,592206,2018,0.854
Cowart, Kaleb,592230,2018,0.451
DeShields, Delino,592261,2018,0.591
Drury, Brandon,592273,2018,0.516
Foltynewicz, Mike,592314,2018,0.121
Gamel, Ben,592325,2018,0.728
Gausman, Kevin,592332,2018,0.248
Goodrum, Niko,592348,2018,0.747
Gray, Jon,592351,2018,0.242
Healy, Ryon,592387,2018,0.689
Holaday, Bryan,592407,2018,0.519
Jones, JaCoby,592444,2018,0.63
Judge, Aaron,592450,2018,0.92
Kingham, Nick,592468,2018,0.29
Machado, Manny,592518,2018,0.905
Moran, Colin,592567,2018,0.747
Pederson, Joc,592626,2018,0.843
Pompey, Dalton,592647,2018,0.473
Ray, Robbie,592662,2018,0.178
Realmuto, J.T.,592663,2018,0.824
Renfroe, Hunter,592669,2018,0.806
Rivera, Yadiel,592680,2018,0.485
Robinson, Drew,592685,2018,0.582
Rosario, Eddie,592696,2018,0.802
Simmons, Andrelton,592743,2018,0.754
Smith, Caleb,592761,2018,0.272
Syndergaard, Noah,592789,2018,0.313
Taillon, Jameson,592791,2018,0.174
Toles, Andrew,592808,2018,0.581
Velasquez, Vince,592826,2018,0.475
Wilkerson, Stevie,592859,2018,0.463
Williams, Mason,592863,2018,0.729
Williams, Trevor,592866,2018,0.272
Yelich, Christian,592885,2018,1
Merrifield, Whit,593160,2018,0.805
Martinez, Carlos,593372,2018,0.629
Bogaerts, Xander,593428,2018,0.882
Castro, Daniel,593495,2018,0.452
Torres, Ramón,593527,2018,0.421
Bonifacio, Jorge,593528,2018,0.672
Alberto, Hanser,593643,2018,0.5
Brito, Sócrates,593647,2018,0.477
Hanson, Alen,593700,2018,0.699
Polanco, Jorge,593871,2018,0.772
Sanó, Miguel,593934,2018,0.679
Briceño, José,593993,2018,0.684
Herrera, Rosell,594011,2018,0.603
Difo, Wilmer,594694,2018,0.648
Calhoun, Kole,594777,2018,0.652
deGrom, Jacob,594798,2018,0.39
Duvall, Adam,594807,2018,0.639
Eaton, Adam,594809,2018,0.805
Garcia, Greg,594824,2018,0.613
Gattis, Evan,594828,2018,0.736
Gosselin, Phil,594838,2018,0.5
Palka, Daniel,594953,2018,0.778
Ponce de Leon, Daniel,594965,2018,0.444
Schebler, Scott,594988,2018,0.776
Gerber, Mike,595222,2018,0.289
Kiermaier, Kevin,595281,2018,0.652
Knapp, Andrew,595284,2018,0.61
Reinheimer, Jack,595373,2018,0.453
Riddle, JT,595375,2018,0.654
Wallach, Chad,595453,2018,0.542
Alfaro, Jorge,595751,2018,0.731
Profar, Jurickson,595777,2018,0.793
Báez, Javier,595879,2018,0.88
Bird, Greg,595885,2018,0.672
Cave, Jake,595909,2018,0.786
Evans, Phillip,595943,2018,0.36
Gallagher, Cam,595956,2018,0.552
Hedges, Austin,595978,2018,0.711
Kramer, Kevin,596012,2018,0.31
Lindor, Francisco,596019,2018,0.871
Odor, Rougned,596059,2018,0.75
Slater, Austin,596103,2018,0.64
Smith , Dwight,596105,2018,0.824
Story, Trevor,596115,2018,0.915
Swihart, Blake,596119,2018,0.613
Vogelbach, Daniel,596129,2018,0.692
Weaver, Luke,596133,2018,0.337
Sánchez, Gary,596142,2018,0.697
Sardinas, Luis,596143,2018,0.478
Cuthbert, Cheslor,596144,2018,0.583
Kepler, Max,596146,2018,0.727
Gomber, Austin,596295,2018,0.474
Quinn, Roman,596451,2018,0.729
Franco, Maikel,596748,2018,0.781
Choi, Ji Man,596847,2018,0.862
Bradley , Jackie,598265,2018,0.717
O'Brien, Peter,598284,2018,0.868
Herrera, Dilson,599096,2018,0.682
Motter, Taylor,600301,2018,0.472
La Stella, Tommy,600303,2018,0.671
Severino, Pedro,600474,2018,0.501
Núñez, Renato,600524,2018,0.741
Candelario, Jeimer,600869,2018,0.71
Pivetta, Nick,601713,2018,0.268
Guerrero, Gabriel,602115,2018,0.5
Rondon, José,602922,2018,0.75
Ahmed, Nick,605113,2018,0.701
Anderson, Brian,605119,2018,0.757
Barnes, Austin,605131,2018,0.619
Bell, Josh,605137,2018,0.768
Betts, Mookie,605141,2018,1.078
Caratini, Victor,605170,2018,0.597
Davies, Zach,605200,2018,0.134
Davis, J.D.,605204,2018,0.471
Fisher, Derek,605233,2018,0.601
Garcia, Aramis,605244,2018,0.8
Marjama, Mike,605357,2018,0.394
Martini, Nick,605361,2018,0.811
Musgrove, Joe,605397,2018,0.355
Nola, Aaron,605400,2018,0.128
Panik, Joe,605412,2018,0.639
Pérez, Michael,605421,2018,0.696
Rodríguez, Dereck,605446,2018,0.219
Skole, Matt,605474,2018,0.93
Smith, Mallex,605480,2018,0.773
Spangenberg, Cory,605486,2018,0.66
Suárez, Andrew,605498,2018,0.166
Tilson, Charlie,605508,2018,0.623
Tomlinson, Kelby,605509,2018,0.529
Tucker, Preston,605512,2018,0.703
Walding, Mitch,605520,2018,0.393
Woodruff, Brandon,605540,2018,0.958
Zimmer, Bradley,605548,2018,0.611
Castro, Harold,605612,2018,0.6
Arcia, Orlando,606115,2018,0.575
Tapia, Raimel,606132,2018,0.739
Hernández, Teoscar,606192,2018,0.77
Peraza, José,606299,2018,0.742
García, Jarlín,606424,2018,0.1
Marte, Ketel,606466,2018,0.769
Greiner, Grayson,606988,2018,0.609
Haase, Eric,606992,2018,0.301
Nimmo, Brandon,607043,2018,0.887
Peterson, Jace,607054,2018,0.634
Fedde, Erick,607200,2018,0.181
Turner, Trea,607208,2018,0.76
Romano, Sal,607219,2018,0.139
Gant, John,607231,2018,0.323
Lopez, Raffy,607257,2018,0.549
Smith, Kevan,607345,2018,0.728
Rua, Ryan,607387,2018,0.581
Andreoli, John,607430,2018,0.546
Blandino, Alex,607468,2018,0.613
Bostick, Christopher,607471,2018,0.528
Freeland, Kyle,607536,2018,0.242
Lugo, Seth,607625,2018,0.258
Pillar, Kevin,607680,2018,0.708
Stallings, Jacob,607732,2018,0.484
Travis, Sam,607752,2018,0.652
Williamson, Mac,607776,2018,0.678
Ramírez, José,608070,2018,0.939
Bregman, Alex,608324,2018,0.926
Gallo, Joey,608336,2018,0.81
Kelly, Carson,608348,2018,0.319
Russell, Addison,608365,2018,0.657
Seager, Corey,608369,2018,0.744
Wacha, Michael,608379,2018,0.195
Williams, Nick,608384,2018,0.749
Winker, Jesse,608385,2018,0.836
Lugo, Dawel,608475,2018,0.576
Márquez, Germán,608566,2018,0.65
Mazara, Nomar,608577,2018,0.753
Murphy, Tom,608596,2018,0.637
Guzmán, Ronald,608597,2018,0.722
Field, Johnny,608654,2018,0.657
Jankowski, Travis,608671,2018,0.678
Plawecki, Kevin,608700,2018,0.685
Refsnyder, Rob,608701,2018,0.588
Reynolds, Matt,608703,2018,0.368
Stratton, Chris,608717,2018,0.299
Suter, Brent,608718,2018,0.669
Mondesi, Adalberto,609275,2018,0.804
Andujar, Miguel,609280,2018,0.855
Chen, Wei-Yin,612672,2018,0.325
Cordero, Franchy,614173,2018,0.746
Reyes, Franmil,614177,2018,0.838
Barreto, Franklin,620439,2018,0.746
Urena, Richard,620446,2018,0.704
Robertson, Daniel,621002,2018,0.797
Swanson, Dansby,621020,2018,0.699
Newman, Kevin,621028,2018,0.478
Taylor, Chris,621035,2018,0.775
Correa, Carlos,621043,2018,0.728
Valentín, Jesmuel,621044,2018,0.562
Eflin, Zach,621107,2018,0.25
Buehler, Walker,621111,2018,0.363
Oswalt, Corey,621261,2018,0
Dahl, David,621311,2018,0.859
Blach, Ty,621389,2018,0.131
Phillips, Brett,621433,2018,0.558
Buxton, Byron,621439,2018,0.383
Brinson, Lewis,621446,2018,0.578
Duggar, Steven,621453,2018,0.693
Stewart, DJ,621466,2018,0.89
Powell, Boog,621471,2018,0.492
Ward, Taylor,621493,2018,0.578
Nido, Tomás,621512,2018,0.438
Stewart, Christin,621514,2018,0.792
Hudson, Joe,621529,2018,0.417
Wisdom, Patrick,621550,2018,0.882
Moroff, Max,621559,2018,0.64
Wendle, Joey,621563,2018,0.789
Olson, Matt,621566,2018,0.788
Dean, Austin,621573,2018,0.642
Shaw, Chris,622046,2018,0.552
Wood, Alex,622072,2018,0.09
Duffy, Matt,622110,2018,0.727
Muñoz, Yairo,622168,2018,0.763
Maxwell, Bruce,622194,2018,0.516
Cozens, Dylan,622226,2018,0.562
Rodriguez, Jefry,622446,2018,0.438
Castillo, Luis,622491,2018,0.25
Gómez, Miguel,622497,2018,0.534
Margot, Manuel,622534,2018,0.676
Reyes, Pablo,622569,2018,0.832
Senzatela, Antonio,622608,2018,0.208
Camargo, Johan,622666,2018,0.806
Reyes, Victor,622682,2018,0.527
Hernández, Elieser,622694,2018,0
Kivlehan, Patrick,623182,2018,0.824
Velazquez, Andrew,623205,2018,0.817
Avelino, Abiatal,623214,2018,0.546
Bote, David,623520,2018,0.727
Santander, Anthony,623993,2018,0.547
Lin, Tzu-Wei,624407,2018,0.744
Arroyo, Christian,624414,2018,0.735
Ciuffo, Nick,624419,2018,0.559
Conforto, Michael,624424,2018,0.798
Frazier, Adam,624428,2018,0.798
McGuire, Reese,624512,2018,0.914
Puig, Yasiel,624577,2018,0.821
Soler, Jorge,624585,2018,0.82
Tocci, Carlos,624636,2018,0.554
Maeda, Kenta,628317,2018,0.188
Fernández, José Miguel,628336,2018,0.697
Heredia, Guillermo,628338,2018,0.66
Ervin, Phillip,640447,2018,0.728
Frazier, Clint,640449,2018,0.743
Meadows, Austin,640457,2018,0.786
Pinder, Chad,640461,2018,0.768
López, Pablo,641154,2018,0.423
Anderson, Tim,641313,2018,0.687
Asuaje, Carlos,641319,2018,0.566
Bauers, Jake,641343,2018,0.7
Bellinger, Cody,641355,2018,0.813
Calhoun, Willie,641432,2018,0.602
Cordell, Ryan,641477,2018,0.341
Crawford, J.P.,641487,2018,0.712
Davis, Jonathan,641505,2018,0.499
Dixon, Brandon,641525,2018,0.574
Dozier, Hunter,641531,2018,0.673
Engel, Adam,641553,2018,0.615
Fowler, Dustin,641583,2018,0.61
Garver, Mitch,641598,2018,0.749
Guillorme, Luis,641645,2018,0.523
Hampson, Garrett,641658,2018,0.796
Hermosillo, Michael,641684,2018,0.607
Kuhl, Chad,641771,2018,0.286
Lauer, Eric,641778,2018,0.194
Locastro, Tim,641796,2018,0.63
Mahle, Tyler,641816,2018,0.299
Mancini , Trey,641820,2018,0.715
McKinney, Billy,641856,2018,0.78
McMahon, Ryan,641857,2018,0.683
Nottingham, Jacob,641924,2018,0.583
O'Neill, Tyler,641933,2018,0.803
Reed, Cody,642003,2018,0.083
Sisco, Chance,642082,2018,0.557
Smith, Dominic,642086,2018,0.675
Tellez, Rowdy,642133,2018,0.943
Valaika, Pat,642162,2018,0.46
Wade, Tyler,642180,2018,0.487
Mejía, Francisco,642336,2018,0.633
Sierra, Magneuris,642423,2018,0.433
Peralta, Freddy,642547,2018,0.076
Rosario, Amed,642708,2018,0.676
Adames, Willy,642715,2018,0.754
Guerra, Javy,642770,2018,0.388
Wynns, Austin,642851,2018,0.669
Benintendi, Andrew,643217,2018,0.831
Brault, Steven,643230,2018,0.39
Cooper, Garrett,643265,2018,0.558
Godley, Zack,643327,2018,0.18
Jansen, Danny,643376,2018,0.779
Kemp, Tony,643393,2018,0.743
Kiner-Falefa, Isiah,643396,2018,0.682
McNeil, Jeff,643446,2018,0.852
Tauchman, Mike,643565,2018,0.319
White, Tyler,643603,2018,0.887
Orf, Nate,644337,2018,0.478
Alcantara, Sandy,645261,2018,0.077
Albies, Ozzie,645277,2018,0.757
Robles, Victor,645302,2018,0.873
Devers, Rafael,646240,2018,0.731
Díaz, Aledmys,649557,2018,0.756
Urías, Luis,649966,2018,0.618
Torres, Gleyber,650402,2018,0.82
Díaz, Yandy,650490,2018,0.797
Viloria, Meibrys,650619,2018,0.619
Allen, Greg,656185,2018,0.653
Chapman, Matt,656305,2018,0.864
Flaherty, Jack,656427,2018,0.34
Hoskins, Rhys,656555,2018,0.85
Luplow, Jordan,656669,2018,0.631
Mullins , Cedric,656775,2018,0.671
Newcomb, Sean,656794,2018,0.132
Nix, Jacob,656798,2018,0
O'Hearn, Ryan,656811,2018,0.95
Schwarber, Kyle,656941,2018,0.823
Toussaint, Touki,657053,2018,0.2
Verdugo, Alex,657077,2018,0.706
DeJong, Paul,657557,2018,0.746
Laureano, Ramón,657656,2018,0.832
Lee, Braxton,657658,2018,0.398
Moncada, Yoán,660162,2018,0.715
Ohtani, Shohei,660271,2018,0.925
Acuña , Ronald,660670,2018,0.918
Tucker, Kyle,663656,2018,0.439
Happ, Ian,664023,2018,0.761
Lowe, Brandon,664040,2018,0.774
Bader, Harrison,664056,2018,0.756
Stevenson, Andrew,664057,2018,0.626
Fletcher, David,664058,2018,0.679
Kingery, Scott,664068,2018,0.605
Trahan, Blake,664167,2018,0.428
Lucchesi, Joey,664192,2018,0.213
Straw, Myles,664702,2018,1.067
Soto, Juan,665742,2018,0.923
García, Adolis,666969,2018,0.294
Gurriel , Lourdes,666971,2018,0.755
Richards, Trevor,670950,2018,0.159
Pujols, Albert,405395,2019,0.735
Cabrera, Miguel,408234,2019,0.744
Mathis, Jeff,425772,2019,0.433
Choo, Shin-Soo,425783,2019,0.826
Rivera, René,425784,2019,0.762
Wainwright, Adam,425794,2019,0.409
