player_id,last_name,first_name,team_name,start_year,end_year,pitches,catcher_blocking_runs,blocks_above_average,n_pbwp,x_pbwp,blocks_above_average_per_game,freq_pbwp_easy,freq_pbwp_medium,freq_pbwp_tough,diff_pbwp_easy,diff_pbwp_medium,diff_pbwp_tough
621532,Bemboom, Anthony,LAA,2019,,1716,-1,-2,23,20.64842009,-0.054815382,0.941142191,0.043123543,0.015734266,-4.127828454,-1.348748803,3.12499735
663698,Bart, Joey,SF,2020,,1138,0,-2,12,10.33747957,-0.05843657,0.953427065,0.03602812,0.010544815,-1.40148911,1.351056993,-1.61208831
656180,Adams, Riley,WSH,2021,,1188,0,-2,14,12.21309607,-0.060165116,0.945286195,0.042929293,0.011784512,-0.2448088,2.353563658,-3.895658791
491696,Sucre, Jesús,BAL,2019,,709,0,-2,8,6.318919106,-0.094842364,0.950634697,0.04090268,0.008462623,-2.367194267,1.451680126,-0.765566753
664850,Mazeika, Patrick,NYM,2021,,661,0,-2,8,6.354323775,-0.099587064,0.953101362,0.033282905,0.013615734,0.591373182,0.916835657,-3.153885064
645305,Sánchez, Ali,STL,2020,,214,0,-2,4,2.455579352,-0.288676757,0.934579439,0.056074766,0.009345794,-0.118769791,-1.858778837,0.433127979
620453,Grullón, Deivy,BOS,2019,,100,0,-2,3,1.430358527,-0.627856589,0.93,0.05,0.02,0.383596168,-0.529748405,-1.423489236
663886,Stephenson, Tyler,CIN,2020,,2913,-1,-3,37,33.87115624,-0.042963869,0.932372125,0.053209749,0.014418126,-1.620974388,-0.462196,-1.045673369
595453,Wallach, Chad,MIA,2019,,1703,-1,-3,21,18.41724451,-0.060663664,0.943041691,0.045801527,0.011156782,-2.572350142,-0.087946558,0.07754121
641924,Nottingham, Jacob,SEA,2019,,782,-1,-3,12,9.188066654,-0.143832908,0.941176471,0.040920716,0.017902813,-4.672073345,1.552405787,0.307734212
518595,d'Arnaud, Travis,ATL,2019,,6211,-1,-4,72,68.11468027,-0.025022185,0.94380937,0.0413782,0.01481243,-2.598226912,-2.329539048,1.042446234
606988,Greiner, Grayson,DET,2019,,4095,-1,-4,47,43.44083415,-0.034765967,0.948229548,0.03956044,0.012210012,0.039566251,-1.687929714,-1.910802388
641680,Heim, Jonah,TEX,2020,,2914,-1,-4,39,34.53134992,-0.061340427,0.942004118,0.042896362,0.01509952,-2.129550374,-0.350180716,-1.988918989
650619,Viloria, Meibrys,KC,2019,,2092,-1,-4,28,24.28626414,-0.071008334,0.938814532,0.046367113,0.014818356,-3.041130272,2.013991414,-2.686597007
662139,Varsho, Daulton,AZ,2020,,1749,-1,-4,20,15.94663261,-0.09270137,0.959405374,0.028016009,0.012578616,-2.730932886,-2.067747977,0.745313475
672386,Kirk, Alejandro,TOR,2020,,1646,-1,-4,22,18.13044831,-0.094035278,0.941676792,0.045565006,0.012758202,-1.331159788,-3.285078755,0.746686857
596117,Stubbs, Garrett,HOU,2019,,761,-1,-4,11,6.958634685,-0.212423932,0.963206307,0.026281209,0.010512484,-2.033758217,-1.188436438,-0.81917066
642336,Mejía, Francisco,TB,2019,,4734,-1,-5,54,49.20593134,-0.040507551,0.947401774,0.04034643,0.012251796,-8.926245459,0.35017766,3.781999135
663728,Raleigh, Cal,SEA,2021,,1447,-1,-5,14,9.363778484,-0.128160927,0.97097443,0.02487906,0.00414651,-4.766469334,0.945275445,-0.815027628
607333,Taylor, Beau,CLE,2019,,576,-1,-5,11,5.500317269,-0.381922412,0.954861111,0.038194444,0.006944444,-3.572932698,-0.832120909,-1.094629124
542963,Brantly, Rob,NYY,2019,,239,-1,-5,7,2.419176934,-0.766664948,0.941422594,0.046025105,0.012552301,-2.034344702,-1.111406723,-1.435071641
543510,McCann, James,NYM,2019,,8493,-1,-6,95,89.49360424,-0.025933808,0.948545861,0.039561992,0.011892146,0.36742706,-9.022288947,3.148466124
465041,Cervelli, Francisco,MIA,2019,,1898,-1,-6,21,15.1122674,-0.124082879,0.962592202,0.032139094,0.005268704,-4.865438346,-1.853810935,0.831516685
661388,Contreras, William,ATL,2020,,1898,-2,-6,29,22.5001412,-0.136983326,0.93256059,0.05374078,0.01369863,-7.212795289,2.911299001,-2.19836251
425784,Rivera, René,WSH,2019,,1275,-1,-6,22,16.10575662,-0.184917439,0.93254902,0.050980392,0.016470588,-4.162252264,2.007037709,-3.739028827
664874,Zavala, Seby,CWS,2019,,1111,-2,-6,22,15.66212952,-0.228186156,0.927992799,0.053105311,0.01890189,-6.06478791,-1.485409978,1.212327412
553902,Astudillo, Willians,MIN,2019,,1007,-1,-6,13,7.036991152,-0.236862318,0.965243297,0.028798411,0.005958292,-5.533547389,-0.862543252,0.433081792
663743,Fortes, Nick,MIA,2021,,251,-1,-6,9,3.08381139,-0.942818902,0.940239044,0.047808765,0.011952191,-2.086178486,-1.965590848,-1.864419276
641598,Garver, Mitch,MIN,2019,,5508,-2,-7,64,57.15081604,-0.049739898,0.942265795,0.045933188,0.011801017,-1.324290913,-5.289551934,-0.235341115
606992,Haase, Eric,DET,2019,,2988,-2,-7,38,31.33685251,-0.089198762,0.943105756,0.043842035,0.013052209,1.510019124,-4.0262409,-4.14692571
